mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.7628650665283203,0.018835067749023438,0.11464285850524902,0.04680037498474121,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9256724365895332,0.9836494544316067,0.9546609455105699,0.028988508921036715,15
0.574703574180603,0.021311640739440918,0.14534664154052734,0.016282320022583008,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.9258322832246059,0.9834469279214486,0.9546396055730273,0.02880732234842137,16
1.333905577659607,0.047081589698791504,0.14988601207733154,0.0050400495529174805,0.8,0.1,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9316685234083242,0.9924345266726663,0.9620515250404953,0.03038300163217106,11
0.9387614727020264,0.01506185531616211,0.09350967407226562,0.0012350082397460938,0.8,0.1,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.9307575061977124,0.9925614861724484,0.9616594961850804,0.03090198998736804,12
1.014435052871704,0.043105363845825195,0.08993852138519287,0.00501859188079834,0.8,0.1,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9351782508989925,0.9939952542747845,0.9645867525868885,0.029408501687895994,7
0.8914610147476196,0.012928605079650879,0.08745312690734863,0.0014867782592773438,0.8,0.1,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9354236601807339,0.993447338249778,0.964435499215256,0.02901183903452209,9
1.8695976734161377,0.0009851455688476562,0.1607973575592041,0.0025305747985839844,0.8,0.1,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.9371645658405222,0.9966570295604205,0.9669107977004714,0.029746231859949124,3
1.4928232431411743,0.007487654685974121,0.17261850833892822,0.02707374095916748,0.8,0.1,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9367926505923467,0.9966217375048757,0.9667071940486112,0.029914543456264486,4
0.7159353494644165,0.001499772071838379,0.0598675012588501,0.00030934810638427734,0.8,0.2,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9308717309584799,0.9914378035943283,0.961154767276404,0.030283036317924228,13
0.5470315217971802,0.018957972526550293,0.06012547016143799,0.0010040998458862305,0.8,0.2,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",0.9295596231768049,0.9927276046963235,0.9611436139365641,0.03158399075975932,14
1.362154483795166,0.0075435638427734375,0.0862036943435669,0.008563637733459473,0.8,0.2,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9318672366578307,0.9958171335398628,0.9638421850988468,0.03197494844101606,10
0.9649158716201782,0.05328953266143799,0.09278416633605957,7.176399230957031e-05,0.8,0.2,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1}",0.93333592682798,0.9957451888287288,0.9645405578283544,0.031204631000374405,8
1.0344786643981934,0.014851808547973633,0.07669973373413086,0.000990152359008789,0.8,0.2,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9370470350603477,0.9962289000472415,0.9666379675537946,0.02959093249344691,5
0.8652445077896118,0.004079222679138184,0.07496809959411621,0.007250070571899414,0.8,0.2,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",0.9365085417874051,0.9964618610320829,0.966485201409744,0.02997665962233892,6
1.5949560403823853,0.08109486103057861,0.096718430519104,0.015073180198669434,0.8,0.2,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.9383206521828643,0.9972309521424212,0.9677758021626428,0.02945514997977844,1
1.1204841136932373,0.09372186660766602,0.08646214008331299,0.015366673469543457,0.8,0.2,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1}",0.9379017484927953,0.9976026227212903,0.9677521856070428,0.029850437114247508,2
