mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.17195391654968262,0.005656614106057327,0.025327523549397785,0.0018849204622345564,0.8,100,3,0.1,0.8,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6998675747785876,0.710393637520471,0.6892928296323144,0.6998513473104576,0.008614376389937324,2
0.16129247347513834,0.0018826716653399015,0.023993810017903645,2.6501547496371375e-06,1.0,100,3,0.1,0.8,"{'subsample': 1, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6987274484265837,0.7129885082501507,0.6901999064817331,0.7006386210528225,0.009401047042585006,1
0.2119432290395101,0.0032681829573944945,0.027993281682332356,0.0032658474060831937,1.0,100,5,0.1,0.8,"{'subsample': 1, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6838674987235618,0.7023665544907498,0.6864123327773695,0.6908821286638936,0.008186903057924275,5
0.4025615056355794,0.0018865518695226095,0.02932397524515788,0.0018858755114812469,0.8,200,5,0.2,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6605613867515501,0.6604478549496717,0.6469576360014005,0.6559889592342074,0.00638627809547354,10
0.2079481283823649,0.003265068571886081,0.02932254473368327,0.001886717762710615,1.0,100,5,0.2,0.8,"{'subsample': 1, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6749216661195552,0.6834034363017795,0.6703215417537808,0.6762155480583719,0.005418461595627572,8
0.2625991503397624,0.0018825592435515192,0.027993122736612957,7.652539009863995e-06,1.0,200,3,0.2,0.8,"{'subsample': 1, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6847583491361882,0.6915491723047767,0.681852198630114,0.6860532400236931,0.004063281220859375,7
0.17595489819844565,7.908248391252438e-06,0.025324185689290363,0.0018894713392056104,0.8,100,3,0.2,0.8,"{'subsample': 0.8, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6880368240539677,0.7025487217026618,0.6774795764383188,0.6893550407316494,0.010276795300681743,6
0.1632250944773356,0.006242878283320066,0.026843150456746418,0.0016269266708726687,1.0,100,3,0.2,0.8,"{'subsample': 1, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6945591017454069,0.7053845277639582,0.688615773041458,0.696186467516941,0.006941854855469759,3
0.2972536087036133,0.0037692779413,0.026661396026611328,0.0018871679315056137,0.8,200,3,0.1,0.8,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6938086175936526,0.703894386011345,0.6857087084970743,0.6944705707006906,0.007439012170093582,4
0.3599034945170085,6.836513890459241e-07,0.030660470326741535,0.001886380587929708,1.0,200,5,0.2,0.8,"{'subsample': 1, 'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.6652443631202469,0.6684084923143584,0.6598373721814479,0.6644967425386844,0.0035388536264048236,9
